Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
507992,ADM MANAGER-NON-MGRL FRM M1/M2,FIRE DEPARTMENT,Internal,"Finance, Accounting, & Procurement",66322.0,98830.0
546597,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,"Public Safety, Inspections, & Enforcement",57500.0,69500.0
546485,ANALYST CFB AL 2&3 ONLY,CAMPAIGN FINANCE BOARD,External,Constituent Services & Community Programs,55000.0,70000.0
503725,BUDGET ANALYST (OMB)-MANAGERIA,OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",222924.0,231974.0
519081,ADMINISTRATIVE ACCOUNTANT (NON,HRA/DEPT OF SOCIAL SERVICES,Internal,"Finance, Accounting, & Procurement",58926.0,63301.0
528168,CHILD WELFARE SPECIALIST SUPER,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,81126.0,81126.0
203387,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,18.8112,24.2923
545221,INSPECTOR (CONSUMER AND WORKER,CONSUMER AND WORKER PROTECTION,External,"Public Safety, Inspections, & Enforcement",42507.0,48883.0
547428,CITY RESEARCH SCIENTIST,BOARD OF CORRECTION,External,"Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",84468.0,101000.0
549568,MOTOR VEHICLE OPERATOR,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",39963.0,49927.0
547542,ADMINISTRATIVE STAFF ANALYST (,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs,102292.0,130000.0
539468,JR PHNURSE (SCH HLTH)>20 HR PT,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Constituent Services & Community Programs Health,41.69,41.69
547685,CERTIFIED IT ADMINISTRATOR (LA,DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",92194.0,130372.0
530408,INSPECTOR (HOUSING),HOUSING PRESERVATION & DVLPMNT,External,"Public Safety, Inspections, & Enforcement",53563.0,61598.0
533851,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,Internal,Legal Affairs,73579.0,153666.0
544375,ASSOCIATE URBAN DESIGNER,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",67757.0,98128.0
471796,INVESTIGATOR (EMPLOYEE DISCIPL,DEPARTMENT OF TRANSPORTATION,Internal,Administration & Human Resources,42304.0,64693.0
532837,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,External,"Constituent Services & Community Programs Policy, Research & Analysis",54100.0,83981.0
523682,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,External,Social Services,54100.0,62215.0
552121,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,74650.0,85847.0
533616,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",110000.0,133900.0
548723,LANDSCAPE ARCHITECT,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",90114.0,103631.0
548723,LANDSCAPE ARCHITECT,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",90114.0,103631.0
540883,COMMUNITY ASSISTANT,BRONX DISTRICT ATTORNEY,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement",37398.0,42191.0
484261,HUMAN RIGHTS SPECIALIST (COMM,HUMAN RIGHTS COMMISSION,Internal,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",49371.0,56777.0
546635,ADMINISTRATIVE STAFF ANALYST (,CONSUMER AND WORKER PROTECTION,External,Constituent Services & Community Programs,102292.0,115095.0
541788,COLLEGE AIDE - ASSIGNMENT LEVE,DEPT OF YOUTH & COMM DEV SRVS,Internal,"Technology, Data & Innovation",16.02,20.72
537533,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,Internal,Constituent Services & Community Programs Social Services,54100.0,62215.0
542042,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,71423.0,107032.0
551430,ADM MANAGER-NON-MGRL FRM M1/M2,DEPARTMENT OF BUILDINGS,External,Administration & Human Resources Constituent Services & Community Programs,66322.0,98830.0
521649,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,54100.0,65415.0
547149,PRINCIPAL ADMINISTRATIVE ASSOC,ADMIN FOR CHILDREN'S SVCS,Internal,Administration & Human Resources,67499.0,73500.0
539352,COMMUNITY ASSOCIATE,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",38333.0,44083.0
545815,MEDIA SERVICES TECHNICIAN,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",42798.0,49218.0
552773,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,38333.0,44083.0
550202,PRINCIPAL ADMINISTRATIVE ASSOC,POLICE DEPARTMENT,Internal,"Public Safety, Inspections, & Enforcement",47418.0,69462.0
549792,ADM MANAGER-NON-MGRL FRM M1/M2,HOUSING PRESERVATION & DVLPMNT,External,"Technology, Data & Innovation",80000.0,90000.0
529277,ADMINISTRATIVE ENGINEER,OFFICE OF THE COMPTROLLER,Internal,"Engineering, Architecture, & Planning",102000.0,116000.0
527720,COMMUNITY COORDINATOR,DEPARTMENT FOR THE AGING,External,Constituent Services & Community Programs Health Social Services,54100.0,62215.0
542619,DIRECTOR OF FIELD OPERATIONS (,ADMIN FOR CHILDREN'S SVCS,External,"Policy, Research & Analysis Social Services",64922.0,116859.0
550666,CARETAKER (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,31836.0,46278.0
539175,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",45722.0,45722.0
531652,COMMUNITY ASSOCIATE,DEPT. OF HOMELESS SERVICES,External,Constituent Services & Community Programs Social Services,38333.0,63794.0
550054,SUPERVISOR OF HOUSING CARETAKE,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,39062.0,65449.0
538215,COMMUNITY COORDINATOR,NYC HOUSING AUTHORITY,External,Administration & Human Resources,54100.0,83981.0
544501,COMMUNITY COORDINATOR,DEPT. OF HOMELESS SERVICES,Internal,Constituent Services & Community Programs Social Services,54100.0,62215.0
546641,ASSISTANT DISTRICT ATTORNEY (S,DISTRICT ATTORNEY RICHMOND COU,External,Legal Affairs,150000.0,167610.0
533943,COMMUNITY ASSOCIATE,ADMIN FOR CHILDREN'S SVCS,External,Social Services,20.9814,34.9174
510266,COMPUTER SYSTEMS MANAGER,HOUSING PRESERVATION & DVLPMNT,External,"Technology, Data & Innovation",139500.0,149500.0
427420,CUSTODIAN,LAW DEPARTMENT,Internal,Building Operations & Maintenance,35314.0,39905.0
545239,ADMIN COMMUNITY RELATIONS SPEC,DEPT OF YOUTH & COMM DEV SRVS,Internal,Administration & Human Resources,64749.0,100000.0
516224,HEALTH SERVICES MANAGER NON MA,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,84451.0,113550.0
544375,ASSOCIATE URBAN DESIGNER,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning",67757.0,98128.0
531906,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",110000.0,130000.0
541415,DIRECTOR OF INTERNAL AUDITING,HRA/DEPT OF SOCIAL SERVICES,Internal,"Finance, Accounting, & Procurement Social Services",64922.0,173486.0
548426,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
537724,PUBLIC HEALTH ASSISTANT,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Constituent Services & Community Programs Health,17.5889,20.23
549913,REAL PROPERTY MANAGER,HOUSING PRESERVATION & DVLPMNT,Internal,Building Operations & Maintenance,52868.0,60798.0
550085,ADMINISTRATIVE STAFF ANALYST (,DEPT OF ENVIRONMENT PROTECTION,Internal,"Administration & Human Resources Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",94715.0,136260.0
549861,ASSISTANT BUDGET ANALYST (COMP,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",49000.0,60000.0
534885,ADMINISTRATIVE DIRECTOR OF SOC,DEPT. OF HOMELESS SERVICES,External,Administration & Human Resources Social Services,111127.0,125000.0
533620,AGENCY ATTORNEY,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement Legal Affairs",80000.0,90000.0
550931,CUSTODIAN,TAXI & LIMOUSINE COMMISSION,Internal,Building Operations & Maintenance,55450.0,78000.0
532431,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
544457,CERT IT DEVELOPER (APP),DEPT OF DESIGN & CONSTRUCTION,Internal,"Technology, Data & Innovation",85371.0,113300.0
540296,AGENCY ATTORNEY,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",75000.0,85000.0
523960,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,External,"Administration & Human Resources Policy, Research & Analysis",61015.0,77124.0
500684,PRINCIPAL ADMINISTRATIVE ASSOC,DEPARTMENT OF BUSINESS SERV.,External,Constituent Services & Community Programs,53057.0,77124.0
527788,HOUSING EXTERMINATOR (HA),NYC HOUSING AUTHORITY,Internal,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",33558.0,54820.0
534688,COMMUNITY COORDINATOR,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,54100.0,62215.0
547467,EXECUTIVE AGENCY COUNSEL,OFFICE OF THE COMPTROLLER,External,Legal Affairs,100000.0,120000.0
546198,ASSOCIATE LABOR RELATIONS ANAL,DEPT. OF HOMELESS SERVICES,Internal,"Health Public Safety, Inspections, & Enforcement Social Services",76294.0,108156.0
536123,COMMUNITY ASSOCIATE,CULTURAL AFFAIRS,Internal,Constituent Services & Community Programs,20.9814,24.1286
530314,STAFF ANALYST TRAINEE,DEPT OF HEALTH/MENTAL HYGIENE,External,Administration & Human Resources Health,23.0706,26.5315
540603,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
546628,COMPUTER SPECIALIST (SOFTWARE),HRA/DEPT OF SOCIAL SERVICES,External,"Technology, Data & Innovation Social Services",92194.0,106023.0
540897,COMMUNITY ASSOCIATE,BRONX DISTRICT ATTORNEY,External,"Legal Affairs Public Safety, Inspections, & Enforcement",50000.0,50000.0
221045,CERT. IT ADMINISTRATOR WAN,NYC EMPLOYEES RETIREMENT SYS,External,Information Technology & Telecommunications,89383.0,134914.0
546492,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",57078.0,85646.0
533556,ADMINISTRATIVE SPACE ANALYST,DEPT OF CITYWIDE ADMIN SVCS,External,"Policy, Research & Analysis",90000.0,90846.0
548196,IT SERVICE MANAGEMENT SPECIALI,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",75000.0,130000.0
542891,FRAUD INVESTIGATOR,DEPT. OF HOMELESS SERVICES,External,"Public Safety, Inspections, & Enforcement Social Services",51079.0,80478.0
538126,PLUMBER,DEPARTMENT OF SANITATION,External,Building Operations & Maintenance,369.53,369.53
549660,STAFF ANALYST,DEPARTMENT OF BUSINESS SERV.,External,Administration & Human Resources,62470.0,80008.0
533608,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,External,Legal Affairs,75121.0,133040.0
550855,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,Internal,"Constituent Services & Community Programs Engineering, Architecture, & Planning",54100.0,83981.0
547514,ASSOCIATE PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",74650.0,85847.0
549167,ADMINISTRATIVE RETIREMENTS BEN,TEACHERS RETIREMENT SYSTEM,Internal,"Technology, Data & Innovation",58700.0,120000.0
552359,AGENCY ATTORNEY,FIRE DEPARTMENT,External,Legal Affairs,79620.0,117541.0
500577,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Policy, Research & Analysis",64140.0,64140.0
468473,ADM MANAGER-NON-MGRL FRM M1/M2,DEPARTMENT OF TRANSPORTATION,Internal,Constituent Services & Community Programs,66322.0,90000.0
549670,HOUSING EXTERMINATOR (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,33558.0,54820.0
540183,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources,58695.0,67499.0
541625,COMMUNITY ASSISTANT,DEPT. OF HOMELESS SERVICES,External,Administration & Human Resources Social Services,32520.0,42191.0
540468,ASSISTANT DISTRICT ATTORNEY (S,BRONX DISTRICT ATTORNEY,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement",80440.0,167610.0
531277,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,83399.0
552119,AGENCY ATTORNEY,HOUSING PRESERVATION & DVLPMNT,Internal,Legal Affairs,117211.0,117211.0
551985,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,73806.0
525425,ADMINISTRATIVE ACCOUNTANT,NYC EMPLOYEES RETIREMENT SYS,Internal,"Finance, Accounting, & Procurement",100000.0,110000.0
538050,TELECOMMUNICATIONS MANAGER (NO,TECHNOLOGY & INNOVATION,External,"Technology, Data & Innovation",58700.0,100000.0
540287,MACHINIST,DEPT OF ENVIRONMENT PROTECTION,Internal,Building Operations & Maintenance,37.28,37.28
540174,ASSISTANT DISTRICT ATTORNEY (S,BRONX DISTRICT ATTORNEY,External,"Legal Affairs Public Safety, Inspections, & Enforcement",80440.0,167610.0
534636,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",110000.0,133900.0
532372,COMMUNITY COORDINATOR,NYC HOUSING AUTHORITY,External,Constituent Services & Community Programs,54100.0,83981.0
463528,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,External,Legal Affairs,58700.0,115000.0
534228,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",85000.0,100000.0
496464,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,External,Constituent Services & Community Programs,54100.0,83981.0
505275,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,83399.0
548933,INSPECTOR (BOILERS),DEPARTMENT OF BUILDINGS,Internal,"Public Safety, Inspections, & Enforcement",53563.0,61800.0
516807,IT PROJECT SPECIALIST,HRA/DEPT OF SOCIAL SERVICES,Internal,"Technology, Data & Innovation Social Services",90000.0,115000.0
470441,ASSOCIATE INSPECTOR (HOUSING),NYC HOUSING AUTHORITY,External,"Public Safety, Inspections, & Enforcement",67902.0,95679.0
552347,ASSOCIATE PROJECT MANAGER,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",74650.0,109409.0
521976,ADMINISTRATIVE STAFF ANALYST (,HRA/DEPT OF SOCIAL SERVICES,External,Administration & Human Resources Social Services,94715.0,136260.0
545997,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT FOR THE AGING,Internal,Constituent Services & Community Programs Social Services,15.5,19.9
534226,STRATEGIC INITIATIVE SPECIALIS,DEPT OF CITYWIDE ADMIN SVCS,External,"Policy, Research & Analysis",70000.0,75000.0
539337,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,53057.0,61015.0
545813,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",57078.0,85646.0
550777,RESEARCH ASSISTANT,TAXI & LIMOUSINE COMMISSION,Internal,"Policy, Research & Analysis",45428.0,68741.0
548726,ASSOCIATE URBAN DESIGNER,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",67757.0,77921.0
548726,ASSOCIATE URBAN DESIGNER,DEPT OF PARKS & RECREATION,Internal,"Engineering, Architecture, & Planning",67757.0,77921.0
532415,DIRECTOR OF CORRECTIONAL STAND,DEPARTMENT OF CORRECTION,External,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",150000.0,175000.0
548938,INSPECTOR (ELECTRICAL FOR PAYR,DEPARTMENT OF BUILDINGS,External,"Public Safety, Inspections, & Enforcement",56761.0,65275.0
534050,COMMUNITY COORDINATOR,DEPT. OF HOMELESS SERVICES,Internal,Social Services,54100.0,83981.0
551201,STATIONARY ENGINEER (ELECTRIC),DEPT OF ENVIRONMENT PROTECTION,External,Building Operations & Maintenance,62.74,62.74
535818,PRINCIPAL ADMINISTRATIVE ASSOC,ADMIN FOR CHILDREN'S SVCS,Internal,"Finance, Accounting, & Procurement Social Services",53057.0,61015.0
408527,STAFF ANALYST,LAW DEPARTMENT,Internal,"Technology, Data & Innovation Legal Affairs",50078.0,57590.0
547977,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Technology, Data & Innovation",51550.0,73806.0
527295,SOCIAL WORKER,DEPARTMENT OF CORRECTION,External,Social Services,51079.0,58741.0
526598,DIRECTOR OF FIELD OPERATIONS (,ADMIN FOR CHILDREN'S SVCS,External,Social Services,58700.0,102226.0
527791,SUPERVISOR CARPENTER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,56.8,56.8
537411,COMMUNITY COORDINATOR,DEPARTMENT FOR THE AGING,Internal,Constituent Services & Community Programs Social Services,54100.0,62215.0
545639,SENIOR IT ARCHITECT,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",100000.0,129000.0
509076,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,47155.0,58566.0
546231,ASSISTANT COMMISSIONER (DBS),DEPARTMENT OF BUSINESS SERV.,External,Constituent Services & Community Programs,88936.0,223761.0
548945,COMMUNITY ASSOCIATE,BRONX DISTRICT ATTORNEY,Internal,"Communications & Intergovernmental Affairs Technology, Data & Innovation Legal Affairs Public Safety, Inspections, & Enforcement",44083.0,44083.0
551527,INVESTIGATOR (EMPLOYEE DISCIPL,DEPARTMENT OF BUILDINGS,External,"Administration & Human Resources Public Safety, Inspections, & Enforcement",42304.0,48650.0
528570,EXECUTIVE AGENCY COUNSEL,CONSUMER AND WORKER PROTECTION,Internal,"Legal Affairs Policy, Research & Analysis",150000.0,177000.0
518531,COMMUNITY COORDINATOR,NYC HOUSING AUTHORITY,External,Constituent Services & Community Programs,54100.0,83981.0
542973,AGENCY ATTORNEY,TAXI & LIMOUSINE COMMISSION,External,Legal Affairs,71423.0,90000.0
518579,COMMUNITY COORDINATOR,NYC HOUSING AUTHORITY,Internal,Constituent Services & Community Programs,54100.0,83981.0
524717,COMMUNITY COORDINATOR,DEPT OF HEALTH/MENTAL HYGIENE,External,Constituent Services & Community Programs Health,54100.0,62215.0
530589,AGENCY ATTORNEY INTERNE,ADMIN FOR CHILDREN'S SVCS,Internal,Legal Affairs,71757.0,71757.0
535638,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",57078.0,65640.0
507488,IT PROJECT SPECIALIST,DEPT OF ENVIRONMENT PROTECTION,External,"Communications & Intergovernmental Affairs Technology, Data & Innovation",75000.0,160000.0
548671,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,Internal,Legal Affairs,63228.0,72712.0
550670,ASSOCIATE PROJECT MANAGER,FIRE DEPARTMENT,External,Building Operations & Maintenance,67757.0,98128.0
520785,CLERICAL ASSOCIATE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources Health,40017.0,46019.0
528649,STAFF ANALYST,ADMIN FOR CHILDREN'S SVCS,Internal,"Finance, Accounting, & Procurement",53797.0,61866.0
543216,ADMINISTRATIVE STAFF ANALYST (,DEPARTMENT OF BUSINESS SERV.,Internal,Communications & Intergovernmental Affairs,84451.0,113550.0
532488,EMERGENCY PREPAREDNESS MANAGER,OFFICE OF EMERGENCY MANAGEMENT,External,Administration & Human Resources,140000.0,170000.0
543340,STAFF ANALYST,DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,62470.0,80000.0
531861,ASSOCIATE STAFF ANALYST,ADMIN FOR CHILDREN'S SVCS,Internal,"Finance, Accounting, & Procurement",70611.0,81203.0
526961,CITY RESEARCH SCIENTIST,CIVILIAN COMPLAINT REVIEW BD,External,"Policy, Research & Analysis",64140.0,77609.0
524186,AGENCY ATTORNEY,DEPARTMENT OF FINANCE,Internal,"Finance, Accounting, & Procurement Legal Affairs",91563.0,100719.0
513665,CLERICAL ASSOCIATE,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources Social Services,36390.0,41848.0
542032,AGENCY ATTORNEY INTERNE,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,62397.0,75760.0
